  -3.0000000000000000e+00  -3.0000000000000000e+00   6.6712802967174421e-05
  -3.0000000000000000e+00  -2.7931034482758621e+00   1.3615075561519737e-04
  -3.0000000000000000e+00  -2.5862068965517242e+00   2.5254288460003864e-04
  -3.0000000000000000e+00  -2.3793103448275863e+00   4.2186312220467896e-04
  -3.0000000000000000e+00  -2.1724137931034484e+00   6.2063251137171687e-04
  -3.0000000000000000e+00  -1.9655172413793103e+00   7.5941685769987256e-04
  -3.0000000000000000e+00  -1.7586206896551724e+00   6.3416811604894840e-04
  -3.0000000000000000e+00  -1.5517241379310345e+00  -1.1225395601105828e-04
  -3.0000000000000000e+00  -1.3448275862068966e+00  -1.9702478134826463e-03
  -3.0000000000000000e+00  -1.1379310344827587e+00  -5.4300184903387028e-03
  -3.0000000000000000e+00  -9.3103448275862055e-01  -1.0726127259530335e-02
  -3.0000000000000000e+00  -7.2413793103448265e-01  -1.7554694343209380e-02
  -3.0000000000000000e+00  -5.1724137931034475e-01  -2.4947189187054141e-02
  -3.0000000000000000e+00  -3.1034482758620685e-01  -3.1454947802148865e-02
  -3.0000000000000000e+00  -1.0344827586206895e-01  -3.5622061067359968e-02
  -3.0000000000000000e+00   1.0344827586206895e-01  -3.6520548623442083e-02
  -3.0000000000000000e+00   3.1034482758620685e-01  -3.4066125857038505e-02
  -3.0000000000000000e+00   5.1724137931034475e-01  -2.8976754026111988e-02
  -3.0000000000000000e+00   7.2413793103448265e-01  -2.2450294792312409e-02
  -3.0000000000000000e+00   9.3103448275862055e-01  -1.5753717517280958e-02
  -3.0000000000000000e+00   1.1379310344827589e+00  -9.8907236338489496e-03
  -3.0000000000000000e+00   1.3448275862068968e+00  -5.4262079807313344e-03
  -3.0000000000000000e+00   1.5517241379310347e+00  -2.4738947256545650e-03
  -3.0000000000000000e+00   1.7586206896551726e+00  -8.1050490196826188e-04
  -3.0000000000000000e+00   1.9655172413793105e+00  -5.1249679692671920e-05
  -3.0000000000000000e+00   2.1724137931034484e+00   1.8782501782836007e-04
  -3.0000000000000000e+00   2.3793103448275863e+00   1.9284340538308886e-04
  -3.0000000000000000e+00   2.5862068965517242e+00   1.2963250810172716e-04
  -3.0000000000000000e+00   2.7931034482758621e+00   7.0010915850105094e-05
  -3.0000000000000000e+00   3.0000000000000000e+00   3.2235359612692725e-05
  -2.7931034482758621e+00  -3.0000000000000000e+00   1.8838612646196633e-04
  -2.7931034482758621e+00  -2.7931034482758621e+00   3.8339636280399549e-04
  -2.7931034482758621e+00  -2.5862068965517242e+00   7.1228103525197185e-04
  -2.7931034482758621e+00  -2.3793103448275863e+00   1.2007854530533566e-03
  -2.7931034482758621e+00  -2.1724137931034484e+00   1.8068452387669089e-03
  -2.7931034482758621e+00  -1.9655172413793103e+00   2.3267328716474766e-03
  -2.7931034482758621e+00  -1.7586206896551724e+00   2.2602369699714657e-03
  -2.7931034482758621e+00  -1.5517241379310345e+00   6.8886803702142264e-04
  -2.7931034482758621e+00  -1.3448275862068966e+00  -3.6995199652375367e-03
  -2.7931034482758621e+00  -1.1379310344827587e+00  -1.2272851882006056e-02
  -2.7931034482758621e+00  -9.3103448275862055e-01  -2.5760625946230312e-02
  -2.7931034482758621e+00  -7.2413793103448265e-01  -4.3457397645197807e-02
  -2.7931034482758621e+00  -5.1724137931034475e-01  -6.2845551974671218e-02
  -2.7931034482758621e+00  -3.1034482758620685e-01  -8.0081094308074391e-02
  -2.7931034482758621e+00  -1.0344827586206895e-01  -9.1279153627306070e-02
  -2.7931034482758621e+00   1.0344827586206895e-01  -9.3957788920090879e-02
  -2.7931034482758621e+00   3.1034482758620685e-01  -8.7863596954198930e-02
  -2.7931034482758621e+00   5.1724137931034475e-01  -7.4835458678908118e-02
  -2.7931034482758621e+00   7.2413793103448265e-01  -5.7955372228170203e-02
  -2.7931034482758621e+00   9.3103448275862055e-01  -4.0506837774235624e-02
  -2.7931034482758621e+00   1.1379310344827589e+00  -2.5140475498008422e-02
  -2.7931034482758621e+00   1.3448275862068968e+00  -1.3408226067982226e-02
  -2.7931034482758621e+00   1.5517241379310347e+00  -5.6840984238342102e-03
  -2.7931034482758621e+00   1.7586206896551726e+00  -1.4172998553177410e-03
  -2.7931034482758621e+00   1.9655172413793105e+00   4.1789077579751496e-04
  -2.7931034482758621e+00   2.1724137931034484e+00   8.7245707866417737e-04
  -2.7931034482758621e+00   2.3793103448275863e+00   7.3674908664247399e-04
  -2.7931034482758621e+00   2.5862068965517242e+00   4.6464861011365156e-04
  -2.7931034482758621e+00   2.7931034482758621e+00   2.4357039624216573e-04
  -2.7931034482758621e+00   3.0000000000000000e+00   1.1032850535990947e-04
  -2.5862068965517242e+00  -3.0000000000000000e+00   4.7740940909086615e-04
  -2.5862068965517242e+00  -2.7931034482758621e+00   9.6616731590900499e-04
  -2.5862068965517242e+00  -2.5862068965517242e+00   1.7932222652331537e-03
